date,network,direction,wallet,txhash,counterparty,tokenSymbol,source,signal
2025-07-02T08:34:43Z,OPTIMISM,ENTRY,0x68bc3b81c853338eaaa21552f57437dfd7bf5b7f,0x74d965522376cf8581c45b0d1ba10f483ec1110c600d1de3b013c3083fcf8348,0x416b433906b1b72fa758e166e239c43d68dc6f29,,method,"increaseLiquidity((uint256 tokenId, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, uint256 deadline) params) payable returns (uint128 liquidity, uint256 amount0, uint256 amount1)"
2025-07-11T13:44:51Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x2e9406cfd1d596a55e32e241a4830600f4f771c7c1442c620341203f490f9e1c,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-07-11T13:45:55Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x2c826ec2924aab67877f97dfaf8c381cc9ecc1471144f6c36c14fb23b7f46f43,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-07-11T14:01:11Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x3ce39ffa14aeed0f9fff7f12c95aa33978185deb9c893d570542b09fa9c811ca,0xc6a2db661d5a5690172d8eb0a7dea2d3008665a3,,method,"increaseLiquidity((uint256 tokenId, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, uint256 deadline) params) payable returns (uint128 liquidity, uint256 amount0, uint256 amount1)"
2025-07-16T07:11:21Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xb1c9b99afc14587aa664a7614576c0a151c9d01cf64ad3eab57b0f519c814291,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-07-17T06:43:41Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x46268781040fe46f72b7d0ad7a690b6d0bb25a9bea4c5100b51133de3215bab9,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-07-17T07:34:03Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xcd69ca2595762455b6b3c718b577754c06490c18c462a3b86d50526b83f667b1,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-07-17T07:45:31Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x6a351c516502238953fc37a1514fbea6de140d20e7d10b3a87b5a17473675970,0xc6a2db661d5a5690172d8eb0a7dea2d3008665a3,,method,"increaseLiquidity((uint256 tokenId, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, uint256 deadline) params) payable returns (uint128 liquidity, uint256 amount0, uint256 amount1)"
2025-07-19T10:23:37Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xf833b709a98e39874eb7cdc0c38feba1a3d5059e281c8052d5bb8962d50b9c54,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-07-21T06:42:29Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x743405fa303bfee9121cf0bfd4818871c8a829d5cb866d951b67fd4f25c03989,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-08-01T06:25:42Z,MANTLE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xfaf8160cd26ad7cda6d1cf76b32c9f778e300f0012ce71c27112597c3db5e526,0x0000000000000000000000000000000000000000,PENDLE-LPT,lp_token,received LP token value=445041029858104302 dec=18
2025-08-06T07:58:10Z,MANTLE,EXIT,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x8dd9dbad58e886cd04c095c5303671535a153f352f52d9538e49b94ae58eb70d,0x479603de0a8b6d2f4d4eaa1058eea0d7ac9e218d,PENDLE-LPT,lp_token,sent LP token value=445041029858104302 dec=18
2025-08-08T11:35:07Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x4f4621f4cef265290922a4dd3a6a63f9f68270eb98e3f2982b6d4582a58089f8,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-08-11T12:51:01Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x511a01eab01b2951f5c5b99c3e7f45c65982b63446d498e40184d8456788aa29,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-09-04T07:16:44Z,ARBITRUM,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x9fab1650749416a4fcf94f02cf16abd99b80f3ec1f1a18851c6f891a21391579,0x0000000000000000000000000000000000000000,GLV [WETH-USDC],lp_token,received LP token value=40348180978034626271 dec=18
2025-09-10T16:13:44Z,MANTLE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xf7f8908b455261dc67a7f905ca99f1041987de690a7574d440e31739c3132430,0x2fa11dbcbf955467e6b6f81816b21250f8f3ac30,eqbPENDLE-LPT,lp_token,received LP token value=445041029858104302 dec=18
2025-09-10T16:13:44Z,MANTLE,EXIT,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xf7f8908b455261dc67a7f905ca99f1041987de690a7574d440e31739c3132430,0x70f61901658aafb7ae57da0c30695ce4417e72b9,eqbPENDLE-LPT,lp_token,sent LP token value=445041029858104302 dec=18
2025-10-01T07:02:51Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xe06740b6fe7a27366e5d1ee82d45db2bbdcb0356e60dd4cc30d481303fa28d95,0xc6a2db661d5a5690172d8eb0a7dea2d3008665a3,,method,"increaseLiquidity((uint256 tokenId, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, uint256 deadline) params) payable returns (uint128 liquidity, uint256 amount0, uint256 amount1)"
2025-10-01T07:47:40Z,AVALANCHE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x129822279a741ce22568a6bfbe3a4387cde3641bc107a83a11b0d6fa4911e0b5,0x18556da13313f3532c54711497a8fedac273220e,,method,"addLiquidity((address tokenX, address tokenY, uint256 binStep, uint256 amountX, uint256 amountY, uint256 amountXMin, uint256 amountYMin, uint256 activeIdDesired, uint256 idSlippage, int256[] deltaIds, uint256[] distribut"
2025-10-02T06:46:03Z,AVALANCHE,EXIT,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xbeaad45cd8d38faed3c84e87dee7ca9a5d597bb46cfb7026bd7c91a86c9e1912,0x18556da13313f3532c54711497a8fedac273220e,,method,"removeLiquidity(address tokenX, address tokenY, uint16 binStep, uint256 amountXMin, uint256 amountYMin, uint256[] ids, uint256[] amounts, address to, uint256 deadline) returns (uint256 amountX, uint256 amountY)"
2025-10-02T07:02:06Z,AVALANCHE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x54a059e221fdbb4afc8c142706c6ecb39241bca714b03f5a9865dd3e7457317c,0x18556da13313f3532c54711497a8fedac273220e,,method,"addLiquidity((address tokenX, address tokenY, uint256 binStep, uint256 amountX, uint256 amountY, uint256 amountXMin, uint256 amountYMin, uint256 activeIdDesired, uint256 idSlippage, int256[] deltaIds, uint256[] distribut"
2025-10-02T13:02:54Z,AVALANCHE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x351c025d7644e4e04cf8f75ee01deadc5907c742f29e75e78945d55efb78235e,0x18556da13313f3532c54711497a8fedac273220e,,method,"addLiquidity((address tokenX, address tokenY, uint256 binStep, uint256 amountX, uint256 amountY, uint256 amountXMin, uint256 amountYMin, uint256 activeIdDesired, uint256 idSlippage, int256[] deltaIds, uint256[] distribut"
2025-10-06T07:04:34Z,AVALANCHE,EXIT,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x05acd43ab7af0bd5270791e1a8444de27f014e3c0a3b66d4505ece61e00ebb48,0x18556da13313f3532c54711497a8fedac273220e,,method,"removeLiquidity(address tokenX, address tokenY, uint16 binStep, uint256 amountXMin, uint256 amountYMin, uint256[] ids, uint256[] amounts, address to, uint256 deadline) returns (uint256 amountX, uint256 amountY)"
2025-10-06T07:04:34Z,AVALANCHE,EXIT,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xc6dc28d651add9f5af63907e5c6c9f59f0ee642f2ee51dbb49d444ea407976b7,0x18556da13313f3532c54711497a8fedac273220e,,method,"removeLiquidity(address tokenX, address tokenY, uint16 binStep, uint256 amountXMin, uint256 amountYMin, uint256[] ids, uint256[] amounts, address to, uint256 deadline) returns (uint256 amountX, uint256 amountY)"
2025-10-06T07:04:34Z,AVALANCHE,EXIT,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xf793021e40819f0383093d3ada13e9d832d1a6187a2b6bf2f19fc32c233221d1,0x18556da13313f3532c54711497a8fedac273220e,,method,"removeLiquidity(address tokenX, address tokenY, uint16 binStep, uint256 amountXMin, uint256 amountYMin, uint256[] ids, uint256[] amounts, address to, uint256 deadline) returns (uint256 amountX, uint256 amountY)"
2025-10-08T09:25:07Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x90042d2217f8a5b08a7b7d114cc94f1bce576430259715f09c533fc57bbd9cf4,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,,method,"mint((address token0, address token1, uint24 fee, int24 tickLower, int24 tickUpper, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, address recipient, uint256 deadline) params) pay"
2025-11-21T07:23:11Z,ARBITRUM,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x3415ccd28400e6eaf346a58f55d7a274f399f385aa47192daa45444c544099b6,0x0914b58783e47fb72cfd88f4203628e966514e03,,method,mint() returns (bool)
2025-11-21T07:44:08Z,ARBITRUM,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xdaea615fbabe4b7ae0a85bac8bc2478166a746c11ee5511681f37ed7783a2ac7,0x0914b58783e47fb72cfd88f4203628e966514e03,,method,mint() returns (bool)
2025-12-01T07:29:49Z,AVALANCHE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xffd8c0b99555b0adafac163ef7465a0b0aa4cd50471f9cd0549ef7ab2df0e11e,0x18556da13313f3532c54711497a8fedac273220e,,method,"addLiquidity((address tokenX, address tokenY, uint256 binStep, uint256 amountX, uint256 amountY, uint256 amountXMin, uint256 amountYMin, uint256 activeIdDesired, uint256 idSlippage, int256[] deltaIds, uint256[] distribut"
2025-12-01T07:50:28Z,AVALANCHE,EXIT,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x9087a3ca55ab3a552929bd18f2e89031d5aec63a036d49efde5618bfc436a5ac,0x18556da13313f3532c54711497a8fedac273220e,,method,"removeLiquidity(address tokenX, address tokenY, uint16 binStep, uint256 amountXMin, uint256 amountYMin, uint256[] ids, uint256[] amounts, address to, uint256 deadline) returns (uint256 amountX, uint256 amountY)"
2025-12-01T07:52:58Z,AVALANCHE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xbf5347c9923b9f114d0d403396ea469cb441c96002ca1e8754208a46b5b25b90,0x18556da13313f3532c54711497a8fedac273220e,,method,"addLiquidity((address tokenX, address tokenY, uint256 binStep, uint256 amountX, uint256 amountY, uint256 amountXMin, uint256 amountYMin, uint256 activeIdDesired, uint256 idSlippage, int256[] deltaIds, uint256[] distribut"
2025-12-12T14:27:10Z,AVALANCHE,EXIT,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x21687905b1ff2e59d1c89760e50d3b61d123e3cb0db40471e220e3a88b7fb8a5,0x18556da13313f3532c54711497a8fedac273220e,,method,"removeLiquidity(address tokenX, address tokenY, uint16 binStep, uint256 amountXMin, uint256 amountYMin, uint256[] ids, uint256[] amounts, address to, uint256 deadline) returns (uint256 amountX, uint256 amountY)"
2026-01-29T19:20:09Z,ARBITRUM,EXIT,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0x806ccd26c2f11ab6180c8f1f0448df2fda3917ffcc65dc7d661c1ae8d86426ec,0x393053b58f9678c9c28c2ce941ff6cac49c3f8f9,GLV [WETH-USDC],lp_token,sent LP token value=40348180978034626271 dec=18
2026-02-02T11:17:27Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xc9c5686c3f960b304b36adf6a5c1e287c7156ab4d4a68922f51ce47b22af2164,0xc6a2db661d5a5690172d8eb0a7dea2d3008665a3,,method,"increaseLiquidity((uint256 tokenId, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, uint256 deadline) params) payable returns (uint128 liquidity, uint256 amount0, uint256 amount1)"
2026-02-02T11:33:17Z,BASE,ENTRY,0x1a87f12ac07e9746e9b053b8d7ef1d45270d693f,0xbdf8cee9b3fadf6c1960fd5be35256d1da7c37c6a721da015f9bf28fbbdb3968,0xc6a2db661d5a5690172d8eb0a7dea2d3008665a3,,method,"increaseLiquidity((uint256 tokenId, uint256 amount0Desired, uint256 amount1Desired, uint256 amount0Min, uint256 amount1Min, uint256 deadline) params) payable returns (uint128 liquidity, uint256 amount0, uint256 amount1)"
